InputStoryid,InputSentence1,InputSentence2,InputSentence3,InputSentence4,RandomFifthSentenceQuiz1,RandomFifthSentenceQuiz2,AnswerRightEnding
2ae5e008-8777-465c-8cbc-7b42db210ea5,Susan went movie theater friends.,Susan used cell phone theater check e - mail.,usher came and asked Susan leave theater.,Susan had wait lobby friends finished movie.,Susan was upset whole ordeal.,Susan was very happy experience.,1
ff8e9ac7-0619-45d1-b827-7ff4275e399b,Margie had Christmas cactus.,It never bloomed.,She gave plant Desi.,Desi took good care plant.,cactus flourished care.,goldfish were very happy and healthy.,1
b155c21e-4c58-430c-9053-3e4f5d896145,Gina had been park friend Pam hours.,Now sun was setting.,She said goodbyes and headed home.,When she arrived it was dark out.,Gina went straight bed.,Gina decided it was n't late enough and went back outside.,1
c1984cf8-6fc1-43c0-929b-c6d713c41ffb,Avery was very excited.,Tonight was very first basketball game.,He had practiced and parents came watch him.,Avery played well teammates and even scored points!,Avery parents were proud.,Avery parents were ashamed him.,1
978b1dfc-732f-4856-9a14-05011f2a4855,Gary loved garden.,Spring was quickly approaching and he wanted start planting.,He checked Almanac see plants were safe garden.,Tom decided plant orchids.,orchids would be ugly.,orchids would be beautiful.,2
811ef3dd-2646-4008-967e-009049c2624a,Bay was nervous.,boyfriend had been acting weird all dinner.,Bay thought he was going dump her.,But then he got one knee.,And asked her marry him.,And he started laughing hysterically.,1
0e1cae86-3c60-4150-b34a-f306fa9fa1e3,Tommy was having bad day.,friends tried cheer him up taking him out.,He grumbled but went along.,He drank and danced friends night.,Tommy had good friends.,Tommy had bad friends.,1
e5d75f5b-9c53-4698-a49a-4559715831e3,Ariel is 5 month old baby.,She had woke up other morning extremely fussy.,We could n't figure out what was wrong first.,We then seen fresh tooth popping gum line.,We went dentist who pulled tooth.,We had week hell tooth came in.,2
215b8a85-692e-4d23-a29f-c9077d9bae51,Amelia decided take vacation Mexico.,She booked flight and hotel.,"When she got Mexico , she was sure visit many different things.",She loved moment it.,Amelia decided never go back Mexico.,Amelia decided vacation Mexico more often.,2
4828eea9-7ca1-47c6-9b58-3b52884ac626,Sometimes kids wondered Santa Claus was real.,year we left cookies and milk him Christmas Eve.,Christmas day we found empty cup and cookie crumbs.,One year we found cookie pieces outside snow.,We told kids Santa must have share reindeer.,We told kids it was thanksgiving.,1
976a11ff-1a3c-4f4f-9b21-3179f2d9cf20,Amy woke up extra hungry today.,"Unfortunately , she also woke up very late.",She rushed house and had time breakfast.,"When she made it work , she realized coworker brought breakfast!",She was so grateful and promised pay coworker back.,She did not want eat.,1
ce73399f-5905-4bc1-9ab4-5d12c7039cf2,school received grant make computer lab.,IT department did lot research find best equipment.,They bought equipment grant money.,computer lab was great success.,government continued fund computer labs.,Kids suffered computer labs.,1
7951ad48-6f89-461b-8548-516678c0cb64,I was captain tennis team.,We were playing division rivals.,I was tied opponent.,I had advantage deuce.,I decided forfeit game.,I won match.,2
619efeec-806f-46a5-a8a3-386f517eea5c,Ben is coach basketball team and he held try outs today.,He has cut one kid he is not good enough.,He feels bad he knows kid will be disappointed.,He gives kid advice and things work next season.,kid practiced year and next year he made team.,kid is very proud himself.,1
e71d07b3-5647-4fa3-9b90-27ea083b39a0,Officer Dunn did n't want hurt anyone protest.,He told several people leave but they did n't.,He unleashed police dog.,dog bit mother and baby.,baby even pet dog right afterwards.,Officer Dunn was shocked what dog had done.,2
de4f8efc-0677-46d9-9c3e-3f392453c78b,I noticed hair was getting kind of long.,I decided try and get it cut afternoon.,"I found suitable barber , I dropped by cut.","There was n't line , it was super quick!",I really liked new hair cut.,He made best sandwich town.,1
952a11be-e6f9-4e0b-9b9d-2b2be66a3a54,I drove motorcycle street.,I took path that led riding track.,I did few laps.,"Bored , I drove back home.",I cleaned motorcycle I got home.,I changed wifi password enhance security.,1
d0ecfef1-dc1f-4c54-820a-04e4c623da1f,Ryan was called friend skip work one day.,He missed train work and instead went park.,Ryan and friend played birds park day.,"end day , they left park and saw Ryan boss.",Ryan got fired.,Ryan got promoted.,1
629ec1e3-0d93-45bb-a0d9-cb645c89ffe7,man drove many hours highway.,He saw sign rest stop two miles away.,He put car right lane anticipation.,He took exit rest stop.,man stopped rest stop and got car.,man kept driving few more hours.,1
1335f94b-5780-4228-8c68-74e56ddd452e,Josiah was baby who was trying crawl first time.,"help him , mother put out exciting toy that jingled.","she made toy rattle , Josiah became very interested.",He started groping ground and inching mom.,Josiah crawled mother and took toy.,Josiah rolled over and played feet.,1
19b67b77-cb21-48dc-bde9-87f8670a1538,I wanted pet birthday.,"I was n't sure what get , I already had dogs.",I was looking around facebook and saw mini pig.,I went pick her up.,I brought dog home I have so many dogs already.,I drove home mini pig car.,2
705a69e2-7aeb-4c94-a1fb-2997d11e74ca,Sam wanted be singer.,So he joined singing class college.,"first day class , everyone was required sing song.",Sam was very embarrassed first day.,All classmates were very supportive though.,classmates taught him overcome fear heights.,1
552067ec-e238-4c17-8fd1-e627fa6c0af5,"Growing up , Matt was never most confident guy.","He always had big crush neighbor Lexy , but was scared.","However , when prom was approaching , he decided finally make move.","Matt asked Lexi be date , and she immediately said.",Matt and Lexi had great time prom.,Matt was miserable turn events.,1
d84e663f-3654-4808-a3d2-cff4f40bc5b1,Shyanne had spelling test.,She wanted pass it.,She studied hard.,She made 100.,She was heartbroken.,Shyanne was overjoyed.,2
6318c4bc-e94f-46d1-b8cb-cbf9c8bb2d58,"John wanted pizza , but he was broke.",Then he remembered he had won free pizza last week!,He called pizza place and gave them code.,They sent him free pizza hour later.,John had carrots instead.,John devoured pizza.,2
4dd9695b-4735-45fc-aeea-b5f878aef68e,Jill had attend dancing class 8P.M.,He got ready and drove meeting place.,He was only first people audition.,"performance , judges were impressed.","He awaited call back , but he never heard judges again.",He received many awards dance performances.,2
0db573d0-dc8e-428b-a483-6e71a11a0b94,We tried stay up late last night.,We drank coffee.,We ate chocolate.,We even ran laps couch.,Then we collapsed couch and slept past noon.,We ran hopes improving speed.,1
120aac36-5d49-4b9e-ba55-7a45495cb786,Ally had been saving spare coins jar Years.,She wanted new cell phone but she did n't have enough money.,She thought she 'd count change change jar.,"surprise , there was 300 jar.",Ally used three hundred dollars buy clothes.,So she bought new cell phone.,2
814b5189-cdad-4921-bf6b-6c44a845fae7,Mom asked me go pick up things grocery store.,I decided take bicycle store instead walking.,I met up friend and offered her ride bicycle.,"we were riding along , bicycle broke half.",I realized bicycle had only been suitable one rider.,I carelessly threw used Kleenex gutter.,1
1141ae50-0eb4-4d05-8812-f31457d430a2,car whole family was excited.,9 hours driving the were grandmother block.,Ahead they could see house.,house was lit up spite late hour 4 AM.,They decided turn around.,They could n't wait see grandma!,2
1dcf333e-d6a5-4798-94ce-f1fbf2d3758b,Ana had been putting off doing laundry.,Finally she could avoid it no longer.,She carried all clothes laundromat.,"several hours , she washed and dried them.",Ana decided never wait long again.,Ana took several hours drying medicinal herbs.,1
28bf468c-50cf-432e-abae-216ba816a399,Mark went mall.,He saw pair headphones that he wanted but could n't afford.,He decided steal headphones.,Mark was then caught someone working.,worker thanked Mark patronage.,Mark has court date next week.,2
b9124010-865d-43e8-a341-75280447382f,friends got me jigsaw puzzle christmas.,I have n't opened it yet.,I always keep planning but something keeps coming up.,right now talking you.,I ca n't wait start paint numbers set!,"But moment , I 'm going start puzzle.",2
c977fd68-7741-448f-be29-f049268652d9,Rex has n't cleaned room Year.,"he rarely has visitors , he does n't see point cleaning.","However , one day he decides tidy up.",Rex vacuums floor and makes bed.,Rex loves cleaning bathroom.,He feels better room.,2
ea067ab3-67d0-4860-a5f4-7ee4492d3f3e,I was afraid exam tomorrow.,"exam is tough , I decided study night.",I decided skip dinner just have extra time.,"Ultimately , I was prepared exam day.",I aced exam.,I failed exam.,1
4bf5477d-ee80-46f2-be77-fb6046020905,family was vacation Italy.,We wanted group photograph.,We asked stranger take it us.,They obliged.,Munich looked good picture background.,It was favorite picture vacation.,2
feb5f3a2-3e9b-466c-82b0-931fec45abc7,I woke up and looked closet shirt.,Everything was dirty and floor.,I picked up shirt see it smelled bad.,I found blue shirt that did n't stink.,I washed blue shirt.,I wore blue shirt.,2
71da85fa-e6bb-44e7-82f4-3eae7fb0c2b8,JJ played day long.,"When evening came , he was tired.","He nearly fell asleep bath , and mother said it was bedtime.","mother put him pajamas , took him bed , and sang him.",He fell asleep.,JJ stayed up night.,1
46575aae-4a35-497d-ba95-49ea65f47c2e,two hunters debated location forest.,They did not know they had reached right spot.,attention was distracted when huge buck entered glade.,men were struck awe.,One hunter yawned and walked away.,It was then they knew they were right spot.,2
0fd8d108-d8ea-4093-8a35-f51cf70fe5fc,Todd has huge test tomorrow.,He has not studied at all.,It counts 50 percent grade.,Todd is not sure what do.,Todd is proud himself.,Todd decides study as much he can tomorrow.,2
e06719bc-6fdc-44b0-b40d-2892b339ba7b,Maggie needed new friend.,She was tired spending time alone.,Finally she met friend book club.,girls spent everyday together.,Maggie was happy have new companion.,Maggie wanted be alone.,1
2ce0a18d-0c2f-48bc-b634-73ee52b540f0,roommate got new job place I go school.,We decided ride work together.,We got car and headed out together.,ride seemed much shorter someone talk.,I did not have anyone talk though.,"When ride was over , we parted ways.",2
0a6db8cc-a132-4588-b5d5-2ea500b33c05,Brittany loved playing video games online.,"However , people harassed her when they fought out gender.",Brittany almost quit gaming but found girl gaming group facebook.,joining she began playing girls she met online.,"Eventually , she hated men.",She felt better playing group nicer people.,2
99acf9ff-e624-4ab4-b904-ec640c20593c,Bobby had never been carnival before.,friend Sam invited him go family.,There was so much see and do!,Bobby favorite activity was riding ferris wheel.,Bobby was bored.,Bobby enjoyed carnival.,2
2e14e301-6d6f-4b67-9d22-a688e80e48b4,I was listening radio today.,new song came on liked.,They never said name it.,I kept listening but it never came up.,I hope never hear song again.,So I typed lyrics google.,2
f1911438-d757-4798-953e-eee6c5397dc6,Al and Val were very close twins.,"They dressed alike , talked alike and were together 24/7.","One day , Val was diagnosed terminal cancer.","She soon died , and Al was completely devastated.",Al and Val went out eat.,Al felt even lonelier time went on.,2
da333c2d-fd57-4270-871d-8dee0045f51b,I 've gotten three speeding tickets life.,three them when I was teenager.,I 'm surprised I did n't loose license.,It costs me lot money get them all record.,I wish I had gotten more tickets.,I now drive normal speed.,2
c63cf569-80b3-42a2-b42f-cf47598684d5,David has always dreamed visiting Oregon.,"he does n't have much money , he starts saving little.",Finally David has enough money big trip Oregon.,"trip , he eats local food and sees amazing sights.",David learns play piano.,He has great time Oregon.,2
ff38333b-722a-4c39-94b7-5ba1dfc6e556,high school student went dentist.,She was told she needed braces again.,She was not happy.,She got braces and was lot pain.,But it was worth it when she saw straightened teeth.,She could n't wait get braces tightened visit.,1
