InputStoryid,InputSentence4,RandomFifthSentenceQuiz1,RandomFifthSentenceQuiz2,AnswerRightEnding
e8c07445-8e02-45bd-8b31-a3696b3523c5,My brother then got into a fight who should have it the first day.,I never watch television with my brother.,I agreed to let my brother use the remote first.,2
800c26cc-5a4c-46d5-a417-c52e53482df0,Ivy quickly braced in the crash position.,"When the plane suddenly corrected, Ivy felt a wave of relief.",Ivy was glad she had chosen to fly.,1
65dae43e-c570-4e77-88a6-0b64479e383e,They hung his work on the fridge for everyone to admire.,Joey felt proud of himself.,Joey wished his parent's appreciated him.,1
09052ed8-4951-496a-bf96-1d665b942abc,"This content, however, lacked polish and needed refinement.",John decided to bring bagels to work.,"John reworked the presentation, and it was a great success.",2
cf11408b-cc22-43b8-9112-c26c8fa47aee,When he went home he found out great news.,Fred didn't win the lottery.,Fred had won the lottery.,2
773e400c-9ba6-4aa0-9299-10253cac009f,There was no soap there either.,Gina stole al the soap that was in the bathroom.,So she had to settle for rinsing her hands off.,2
fa6b61d5-9ea0-43b6-9d5e-05afaf2b5f63,Mother was happy when they finally arrived in the house.,She then yelled for them to get back to work.,"The family sat down, and enjoyed a meal together.",2
27157c02-49b1-483a-9745-e6f654428dfe,It made her sad to have to chose.,"Then, Emmy's dad said she could keep both kittens.",Emmy left angry because she wanted a dog.,1
d0eb84f3-8e7a-40b3-b1e2-84689b5e30d4,Jill got her diploma.,Jill found a nice job.,Jill frequently ate lima beans.,1
8d4573fa-e724-4f50-bacb-c39991d5eff6,Finally he became a reasonably good guitar player.,Jerry decided to play his guitar for his friends.,Jerry threw his guitar in the trash.,1
696f32ce-3d68-41ec-96d9-7b958fc4cde0,He managed to add a new figure once a month or so.,Kyle was really into Marvel heros.,Kyle thought Superman was a ridiculous construct.,1
67f83b61-a0fe-4599-8cc9-66ef0e1ba4fb,All of her friends complimented how great they looked.,Francine was glad that she wore comfortable  shoes!,Francine  retested  the formula for the missing genome.,1
35742286-71eb-4bc9-ac2f-b41e6b8b1c2b,I did this all the time in elementary school.,"When I got older, I had to stop jumping out at people.",People were very happy when I played this game without them.,1
bcdb2e37-68b3-4809-8823-48e0cc435336,No one could read or understand the letter.,Rachel didn't want to know what the letter said.,Rachel took it to a language professor for translation.,2
93d8aa7a-1841-48cf-94f2-4b9effd0babd,"The next day, Deb's husband set her up with a interview at his job.",Deb went to work at the same job she had been at for years.,She got the job.,2
d77e10c1-a7e3-45b4-bb23-6fe136f361bc,She got a laser hair removal treatment.,She wished it would grow back.,She felt better about herself.,2
6703da4b-102a-41ee-8ad9-1426d80cbbb8,Traffic was creeping along slowly.,"Gina got out, and walked back home.",Gina closed her eyes and did her best to go to sleep.,2
65c8e152-567a-4b94-968d-48b75fb9687f,The old pastor walked over from next door.,He bought lemonade and made us feel welcome in the neighborhood.,He poured our lemonade onto the ground.,1
7acdda01-c6b2-4523-b316-cc71a39e9850,Then Bob bought a navigation system to help him learn his way around.,Bob knew his way around and never used the navigation system.,The navigation system helped Bob a lot.,2
98824880-225f-4a21-93ae-7a4cbba4d59b,But she wondered if they could live in the wild.,Kelly had only seen them  in  the  zoo.,Kelly  remembered  when  her grandmother  showed her the flowers.,1
6eea24a9-3542-4a46-949b-778c96e5712f,Her mother cried while watching through the museum.,Jorie admitted it was a very emotional tour.,They decided to visit the comedy club upstairs.,1
40236de6-9cb6-4a42-be7b-efde6f86af05,She had to call her mom for help.,Clara liked being outside.,Clara's mom helped right away.,2
35c32a1e-cf05-4d95-8523-733082a30cab,It said she wanted to break up with me.,I was angry and confused by the letter.,I was very happy about the letter.,1
fe77bddd-892f-405e-acd9-f1cfb8522d74,He decided to have an affair.,His wife was proud of him.,His wife found out and they got a divorce.,2
eb534ad9-b837-42b2-9d9f-863d22de6183,"It did, however, wet its eyes with its nictitating membrane.",The man eventually blinked.,The man wanted to lose his bet.,1
5803a261-2dd1-4156-bceb-c81fca0ca1b9,Then she jumped in the pool to swim with the dolphins.,Shay had a great time.,Shay really didn't like dolphins.,1
5c029f1f-b635-4a8c-b469-1816892ad31d,Lia got out of the bus to look.,Lia hated going to England.,Lia took many photos of Stonehenge.,2
ca59756e-6ff6-4d36-8c69-70d8f21d6d6b,I found a pack of paper towels.,I mopped up the mess.,I left the mess and made a sandwich.,1
173df287-22f6-49b8-8d63-f422129e0dfe,Arthur didn't want to take the last one.,Arthur felt good about taking the last one anyway.,Arthur ordered another round for his friends.,2
fc02a5ad-a3a0-4381-b763-ee04b1c4964b,Her friends all compliment her on how good it looks.,Hester is proud of her appearance.,Hester shaved her head.,1
e450d3ff-2902-4182-96d9-eadf4e570a1a,"After paying the salesman as well, Jill got her new car.",Jill was excited.,Jill was depressed.,1
46d66ed9-9b87-4bcd-90e6-9266d21015da,Jaden's girlfriend came home and found the treats.,Jaden's girlfriend slapped in the face.,Jaden had saved the day.,2
ad2a375a-a800-48a6-881a-7c034f4b3f9d,At the end of the week he took off his training wheels.,He was able to ride the bike just fine without them.,"He realized biking was not for him, and took a nap instead.",1
fa10c3d0-1dad-4423-9054-b783c6f4d4bd,It was an exhilarating experience.,Quentin was glad that he went.,Quentin vowed to never go sailing again.,1
4527bb6a-c109-434b-bf49-dffe2874b903,The server brought them back to the cook.,The cook praised him.,The cook decided to remake the pancakes.,2
62fef87d-c186-4cce-a0aa-faf65399acaa,Upon arriving we met a black lab who we all automatically loved.,We decided the black lab should not come home with us.,We adopted the black lab and took her home.,2
7013497b-6bac-4e24-a1bf-9ce80a31bb21,She discovered they needed more water.,"After watering them more, my plants look better than ever.",I didn't water them again.,1
d4395ad3-c9ec-4e4f-805b-2a9772b8bdd3,The TV screen cracked right down the center.,Jill and her sister could not play any more videogames.,Jill got better at video games.,1
ad552657-42f5-4d61-9b9d-2992a13e6358,I stood in the doorway for a while.,Then I fell asleep until the next morning.,Then I imagined that I was Buffy and went running.,2
fd578a8b-fd54-45a5-916b-a60797100095,His mother came home and saw all the closet doors broken.,Drew always wants to obey the law.,His mother was very angry.,2
f407ed78-e481-4579-8b32-5b4bca206a04,I did just as it asked.,The baked eggs were great.,"I left the shell on, and ate them whole.",1
4baf0727-0769-4a16-b57c-0f65138e476d,"Looking around, he saw his archenemy holding a straw.",The boy was grateful.,The boy was angry.,2
3ad7abe0-7036-443c-aae7-f614a846aec8,He buys them and immediately starts listening to music.,Hector decides he doesn't like music.,Hector is happy that both ears work.,2
3551862d-06d4-41b1-94a7-f547eb6d6063,He ended up sitting in the upper deck.,He enjoyed watching the game anyway.,Tom thought it was the best hockey game ever.,1
5a26b3c4-3d2e-4ffa-89f3-e7e3c7994a85,He always swallowed them anyways.,Trip enjoyed the flavor of the seeds.,Trip stopped eating watermelon completely.,1
518faf54-80a9-4ab0-8019-4f9b76ac419b,They responded that her work hadn't been good enough.,Angie decided to tell the requester to reject more of her work.,Angie tried to discuss the issue in detail.,2
6266a3b8-2233-4bca-b648-7fcf5301040a,When her Dad came home she explained the situation and Dad smiled.,Trina's dad scolded Trina.,Trina's dad taught her how to dance.,2
ec714b49-f953-4f96-93f3-0fea1fb4ac46,On Andy's birthday his mother gave him a bike.,Andy cried for hours.,His dad taught him how to ride it.,2
39bf7b5a-e508-4483-9ef0-ab85fd3f5aef,He told her that she won a special contest.,He told her she owed him sixty dollars.,He gave her the milkshake for free.,2
e4cb65fa-0052-496f-8407-91adb01a783f,He had dropped his cotton candy into a puddle.,So Ned gave him his own cotton candy.,He bought more cotton candy for the boy.,1
7ae98915-03b0-40ae-9cd0-e1051e88c454,Sebastian decided that being outdoors was better.,Sebastian felt like staying inside that day.,Sebastian walked outdoors and went for a walk.,2
abb6f801-84a5-4f5c-8acd-41366562540b,They got there with time to spare.,"His brother yelled at him, and slammed the door.",His brother was grateful.,2
7eb48737-de7e-4935-ad07-fb6bd6323923,"She called her bank, who reversed the charges.",She wondered if the cashier had stolen her information.,She made sure to thank the fast food cashier.,1
ca091eda-e978-4722-b8c3-8fd607ab6ff7,The painting was of a waterfall.,I decided not to buy the painting because I didn't like it.,I purchased it and brought it home.,2
fa858dfd-9b76-4b82-9c28-d6af70649a5c,My boss took notice and called me into his office one day.,My boss fired me on the spot.,I received the promotion I wanted.,2
b317440d-2f1f-44bc-9447-a51d9c7c2a79,She ended up making some friends.,Maggie was sad and lonely.,Maggie liked the new town.,2
1cb827d2-5dca-4618-8787-770e5b31e5fa,When Dan got home his mother told him she had a surprise.,She gave Dan the train.,Dan's mother told him to get ready for school.,1
0d6425fa-bf7d-47e9-803c-4918ebbfe1de,She removed the key from the chain quietly.,Then Gina placed the purse right back where she found it.,Then Gina told her mom where the key was.,1
5869b273-6f8c-471c-a269-a976c4a2a2ba,He moved to be with his love.,The man moved to Texas.,The man moved to Kentucky.,2
eb063789-2d4d-49ab-ab4b-bdccc21ad5c8,On the last day of school he found out he passed!,Tim was thrilled.,Tim was terribly disappointed.,1
e45ad242-95e8-4d1f-98df-068e883d7224,"Mary-Anne pet the cat, and it was love at first sight.",She decided it was not the right cat.,She took the cat home with her.,2
51a5d37a-b747-4b2b-ae86-77417dfd37bf,I broke my ankle and was in so much pain!,I was rushed to the hospital.,I got up and got right back on the balance beam.,1
0f00cda0-7624-4e4f-bbf6-b3b185448063,The owner said we could get a discount on two dogs.,We each bought one dog.,We did not like the dogs.,1
f8dce44f-2d2d-435b-9c0b-613d2011882f,He had escaped the big city life.,Johnny began planning to move to Boston.,Johnny was happy to be in a small town.,2
f4afa99a-a6b4-4023-bce9-3c5772ccbb3d,Her mother raced to her side to care for her needs.,Joan's mother didn't speak with her because she was unmarried.,Joan felt good at seeing her mother's face.,2
10580bae-a7cf-483f-aa01-49626781a87e,"As I join, I realize that I don't particularly like other people.",I began to write more.,I went on many dates.,1
72afc487-caed-42ff-b8cd-fc14176348fe,Everyone stayed in a cabin in New Hampshire for a weekend.,My daughter never forgot her field trip.,My wife and I had dinner that night.,1
115cd979-a1f5-460d-90ff-4c1fc637f930,We ordered delicious food and danced.,We befriended the bouncer so we would get into the club tomorrow.,The bouncer did not allow us into the club.,1
34f11687-2858-4acc-9f91-968cb6d4a1d2,I had to pick it up.,I cut myself on a small piece.,I loved the way the glass looked now.,1
385b1be2-05c9-4984-8ad3-2d667959a2be,"Bill's house got hit, and the roof ripped off.",The insurance company covered the charges for a new roof.,"They decided they didn't need it anyway, and moved.",1
90d91e34-19ae-4ab5-836a-ef991863d531,She found a librarian who explained the dewey decimal system.,That helped her figure out which car she didn't want.,That helped her find what she wanted.,2
4b43c037-c52a-4076-af93-caf125331695,He went to the next practice and scored a touchdown.,Sebastian was disappointed in hit performance.,Sebastian was happy that his practice paid off.,2
bee156cd-7812-4c67-ba93-1b2c497ee364,"Finally, she remembered the lullaby her mother had sung to her.",The mother gently sung the lullaby to her baby.,The mother played some hip hop for her baby.,1
33ccaec6-8ae3-4569-8a79-05ccb6b27184,Next he peed in the wading pool.,Some people noticed and Johnny got in trouble.,Everyone was really happy because of Johnny's behavior.,1
ae768ce1-26e7-4d76-8a2e-2a53bdd8d8fc,Her teacher smiled and told Amy she would be a great artist one day.,Amy felt so much better.,Amy felt terrible.,1
958ba547-7970-4a46-b969-c98dec34907a,"Finally after the game, Joe's team won.",Joe was very proud of his team.,Joe was very disappointed in his team.,1
2a1b4844-f9c5-4c5c-92e6-bd9b278739c2,The interviewer informed Mark he had the job.,Mark was very happy.,Mark was enraged and stormed out.,1
240e4087-d102-42d2-a7e7-07c116811129,Elaine deliberated on where she should go for almost an hour.,Elaine found it easy to make up her mind.,Elaine found it difficult to make up her mind.,2
b358c39f-5c1a-4274-890e-e7ef1b44cc09,He submitted the application.,3 months later he received an acceptance letter.,He never thought of it again.,1
8af86cec-fa88-4a5f-932d-3113fb225eac,Matt ended up getting too drunk and lost his phone.,Matt and friends walked home and slept it off.,Matt did not care about the missing phone.,1
c71f92f5-d1e8-490e-8226-af55bd39ed69,Four friends played music at the party.,Everyone had a great time.,Bindu hates her friends and parties.,1
248a69a6-117f-4512-92db-7bde99a2ab0b,Finally it is Tyler's turn to shower.,Tyler made cupcakes to show off his baking skills.,Tyler takes a quick shower and gets to the bus stop on time.,2
e33c53cd-ef8a-4db1-9c32-f959915e58af,Thomas started eating healthier and going on walks.,He was diagnosed with diabetes after gaining forty pounds.,His doctor was very pleased at his next checkup.,2
2ad820ab-e57f-4652-bd55-8d65676cc26a,Her brother leaped out at her and gave her a good scare.,She decided to watch her favorite comedy show on Netflix.,She screamed and pushed her brother away.,2
17701a43-538d-43de-8115-113ff7211818,She broke both of her wrists.,Stephanie pushed herself up with her hands.,Stephanie could not get up until someone found her.,2
a4d8103f-fb5b-47b5-9bb0-619a13fff746,It turned out to be an old fish in the refrigerator.,Roy decided to leave the fish in the refrigerator.,Roy threw out the old fisher and everything smelled better.,2
